season,player_id,player_name,targets,comp_allowed,incompletions,interceptions,td_allowed,yards_allowed,comp_pct_allowed,int_rate,td_rate_allowed,yds_per_target,incompletion_rate,player_short_x,season_snaps,player_short_y,career_snaps,target_rate,target_rate_vs_avg
2021,00-0036361,T.Diggs,21,0.0,10.0,11.0,2,0.0,0.0,0.5238095238095238,0.09523809523809523,0.0,0.47619047619047616,T.Diggs,1080.0,T.Diggs,3716.0,1.9444444444444444,0.8802001530345132
2021,00-0036374,L.Sneed,8,0.0,6.0,2.0,0,0.0,0.0,0.25,0.0,0.0,0.75,L.Sneed,1113.0,L.Sneed,4394.0,0.7187780772686434,-0.34546621414128786
2021,00-0036416,K.Fulton,14,0.0,12.0,2.0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,K.Fulton,801.0,K.Fulton,3041.0,1.7478152309612984,0.6835709395513672
2021,00-0036563,D.Lenoir,2,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,D.Lenoir,237.0,D.Lenoir,3430.0,0.8438818565400843,-0.22036243486984697
2021,00-0036625,B.St-Juste,3,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,B.St-Juste,271.0,B.St-Juste,2851.0,1.107011070110701,0.042766778700769725
2021,00-0036871,N.Hobbs,3,0.0,2.0,1.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,N.Hobbs,894.0,N.Hobbs,2895.0,0.33557046979865773,-0.7286738216112736
2021,00-0036884,M.Wilson,4,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,M.Wilson,799.0,M.Wilson,2523.0,0.5006257822277848,-0.5636185091821465
2021,00-0036937,P.Adebo,8,0.0,5.0,3.0,0,0.0,0.0,0.375,0.0,0.0,0.625,P.Adebo,793.0,P.Adebo,2992.0,1.008827238335435,-0.05541705307449618
2021,00-0036974,T.Campbell,10,0.0,8.0,2.0,0,0.0,0.0,0.2,0.0,0.0,0.8,T.Campbell,679.0,T.Campbell,4531.0,1.4727540500736376,0.4085097586637063
2022,00-0027943,P.Peterson,15,0.0,10.0,5.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,P.Peterson,1177.0,P.Peterson,4259.0,1.274426508071368,0.21018221666143666
2022,00-0029542,S.Gilmore,11,0.0,8.0,3.0,0,0.0,0.0,0.2727272727272727,0.0,0.0,0.7272727272727273,S.Gilmore,1063.0,S.Gilmore,3909.0,1.03480714957667,-0.029437141833261293
2022,00-0030062,D.Slay,14,0.0,10.0,4.0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,D.Slay,1147.0,D.Slay,4877.0,1.2205754141238012,0.15633112271386995
2022,00-0031785,T.Hill,4,0.0,3.0,1.0,0,0.0,0.0,0.25,0.0,0.0,0.75,T.Hill,704.0,T.Hill,3074.0,0.5681818181818182,-0.49606247322811303
2022,00-0031795,D.Williams,3,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,D.Williams,1074.0,D.Williams,5209.0,0.27932960893854747,-0.7849146824713837
2022,00-0032150,S.Nelson,7,0.0,6.0,1.0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,S.Nelson,958.0,S.Nelson,4034.0,0.7306889352818371,-0.33355535612809417
2022,00-0032195,R.Darby,3,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,R.Darby,281.0,R.Darby,3244.0,1.0676156583629894,0.0033713669530581747
